59	0.00301895	0.0016798
59.1	0.00194405	0.00166965
59.2	0.00567472	0.00166356
59.3	0.000238799	0.00167422
59.4	0.00624654	0.00166441
59.5	0.00273617	0.001664
59.6	0.00462877	0.00166794
59.7	0.00460288	0.00166919
59.8	0.00593715	0.00167127
59.9	-0.000548285	0.00166512
60	0.00365567	0.00166622
60.1	0.00214091	0.00167136
60.2	0.00535166	0.00166818
60.3	0.00209823	0.00166089
60.4	0.000289656	0.0016771
60.5	0.00160589	0.00166111
60.6	0.00504792	0.00166348
60.7	0.00178078	0.00166036
60.8	0.00405077	0.00166109
60.9	0.000615208	0.00166938
61	0.00299913	0.00166961
61.1	0.00089454	0.00165865
61.2	0.00382162	0.00166592
61.3	0.00355719	0.00166022
61.4	0.00453825	0.00166043
61.5	0.00120781	0.00165748
61.6	0.0056511	0.00166731
61.7	0.00199665	0.00166523
61.8	0.0037631	0.00166943
61.9	0.00282639	0.00166225
62	0.00249353	0.0016679
62.1	0.00372106	0.00167416
62.2	0.00412156	0.00166621
62.3	0.00242142	0.00166985
62.4	-0.00199196	0.001671
62.5	0.00222797	0.00166345
62.6	-0.00200478	0.00166751
62.7	-0.00077856	0.00166616
62.8	0.00450556	0.00167002
62.9	0.000107112	0.00166523
63	-0.000199841	0.00167071
63.1	-0.0038238	0.00167161
63.2	-0.00204769	0.0016653
63.3	-0.0098634	0.00167479
63.4	-0.0212435	0.00167307
63.5	-0.0427394	0.00167324
63.6	-0.0383494	0.00166429
63.7	-0.018624	0.00167341
63.8	-0.00657528	0.001671
63.9	-0.00425359	0.00167015
64	-0.00454653	0.00166714
64.1	0.00272663	0.00166709
64.2	-0.00213592	0.00166307
64.3	0.00153936	0.00166374
64.4	0.00298494	0.00166997
64.5	0.00178501	0.0016728
64.6	0.00278779	0.00166026
64.7	-0.00154614	0.00166785
64.8	0.00108095	0.00166395
64.9	0.00358879	0.00165816
65	0.00142896	0.00167548
65.1	0.00265604	0.00166337
65.2	0.00199064	0.00166152
65.3	0.00382905	0.00166024
65.4	-0.000658435	0.00166635
65.5	-1.00918e-05	0.00166416
65.6	0.00265296	0.00166171
65.7	0.0036462	0.00167096
65.8	0.00444199	0.00165947
65.9	0.0023081	0.00167524
66	0.0038401	0.00166207
66.1	0.00247863	0.00166958
66.2	0.0029259	0.00167333
66.3	0.00418242	0.00167036
66.4	0.00143521	0.00166415
66.5	0.00513324	0.00167173
66.6	0.00379955	0.00166882
66.7	0.00301149	0.00166843
66.8	0.00403913	0.00166248
66.9	0.00211912	0.0016748
